booker,result1,result2,result3,dev_rst1,dev_rst2,dev_rst3,url,score,game_time,log,name_team1,name_team2,In-Play,arb
Asianodds,20.0,7.4,1.07,0,2.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"47' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:02:39,Nova Kakhovka , Bukovyna , In Play Odds,1.1197145743874715
bet365,21.0,11.0,1.08,0,-2.0,0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"47' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:02:39,Nova Kakhovka , Bukovyna , In Play Odds,1.0644540644540643
Bethard,20.5,6.5,1.11,0,4.0,-2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"47' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:02:39,Nova Kakhovka , Bukovyna , In Play Odds,1.1035275425519326
bwin,15.5,9.75,1.07,0,-1.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"47' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:02:39,Nova Kakhovka , Bukovyna , In Play Odds,1.101659670848697
Interwetten,23.0,8.75,1.08,0,0.0,0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"47' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:02:39,Nova Kakhovka , Bukovyna , In Play Odds,1.0836899010812053
Sportingbet,15.5,9.75,1.07,0,-1.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"47' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:02:39,Nova Kakhovka , Bukovyna , In Play Odds,1.101659670848697
best deal,23.0,11.0,1.11,0,-2.0,-2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"47' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:02:39,Nova Kakhovka , Bukovyna , In Play Odds,1.0352882526795568
1xBet,1.14,6.95,20.0,0,-2.0,-0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:02:40,Nyva Vinnytsya , Nikopol , In Play Odds,1.0710778745424714
Asianodds,1.16,4.8,19.0,0,5.0,-0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:02:40,Nyva Vinnytsya , Nikopol , In Play Odds,1.1230338777979432
bet-at-home,1.13,6.0,19.5,0,1.0,-0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:02:40,Nyva Vinnytsya , Nikopol , In Play Odds,1.1029044701611075
bet365,1.14,7.0,21.0,0,-2.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:02:40,Nyva Vinnytsya , Nikopol , In Play Odds,1.0676691729323309
bwin,1.15,6.0,15.0,0,1.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:02:40,Nyva Vinnytsya , Nikopol , In Play Odds,1.1028985507246378
Interwetten,1.15,6.5,16.0,0,-1.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:02:40,Nyva Vinnytsya , Nikopol , In Play Odds,1.0859113712374584
Sportingbet,1.15,6.0,15.0,0,1.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:02:40,Nyva Vinnytsya , Nikopol , In Play Odds,1.1028985507246378
best deal,1.16,7.0,21.0,0,-2.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:02:40,Nyva Vinnytsya , Nikopol , In Play Odds,1.052545155993432
10Bet,1.74,3.05,4.3,0,3.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.135139635672061
18bet,1.77,3.05,4.4,0,3.0,0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.120113331144173
1xBet,1.79,3.48,4.46,0,-1.0,-0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.0702307863529468
Asianodds,1.77,3.05,4.4,0,3.0,0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.120113331144173
bet-at-home,1.75,3.2,4.6,0,1.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.1013198757763976
bet365,1.8,3.5,4.75,0,-1.0,-2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.0517961570593148
Bethard,1.74,3.05,4.3,0,3.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.135139635672061
Betsafe,1.65,3.65,4.35,0,-3.0,0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.1099182662715965
Betsson,1.65,3.65,4.35,0,-3.0,0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.1099182662715965
bwin,1.8,3.3,4.1,0,0.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.1024882976102488
Interwetten,1.75,3.2,4.6,0,1.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.1013198757763976
NordicBet,1.65,3.65,4.35,0,-3.0,0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.1099182662715965
Sportingbet,1.8,3.3,4.1,0,0.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.1024882976102488
best deal,1.8,3.65,4.75,0,-3.0,-2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,29' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:02:42,Krystal , Dinaz Vyshgorod , In Play Odds,1.0400544740847553
10Bet,1.32,3.75,9.0,0,-0.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 1:0 (1:0),2019-08-20 10:00:00,2019-08-20 11:03:42,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.1353535353535353
18bet,1.45,3.25,8.0,0,4.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 1:0 (1:0),2019-08-20 10:00:00,2019-08-20 11:03:42,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.1223474801061009
1xBet,1.37,4.02,11.0,0,-2.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 1:0 (1:0),2019-08-20 10:00:00,2019-08-20 11:03:42,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.0695923171138335
Asianodds,1.45,3.25,8.0,0,4.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 1:0 (1:0),2019-08-20 10:00:00,2019-08-20 11:03:42,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.1223474801061009
bet-at-home,1.36,3.8,10.5,0,-1.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 1:0 (1:0),2019-08-20 10:00:00,2019-08-20 11:03:42,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.0936901076219963
bet365,1.36,4.0,11.0,0,-2.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 1:0 (1:0),2019-08-20 10:00:00,2019-08-20 11:03:42,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.0762032085561497
Bethard,1.32,3.75,9.0,0,-0.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 1:0 (1:0),2019-08-20 10:00:00,2019-08-20 11:03:42,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.1353535353535353
bwin,1.44,3.5,8.25,0,2.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 1:0 (1:0),2019-08-20 10:00:00,2019-08-20 11:03:42,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.1013708513708513
Interwetten,1.35,3.85,10.25,0,-1.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 1:0 (1:0),2019-08-20 10:00:00,2019-08-20 11:03:42,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.0980419760907565
Sportingbet,1.44,3.5,8.25,0,2.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 1:0 (1:0),2019-08-20 10:00:00,2019-08-20 11:03:42,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.1013708513708513
best deal,1.45,4.02,11.0,0,-2.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 1:0 (1:0),2019-08-20 10:00:00,2019-08-20 11:03:42,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.0293204822283566
10Bet,20.5,6.5,1.11,0,4.0,-2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"48' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:03:43,Nova Kakhovka , Bukovyna , In Play Odds,1.1035275425519326
1xBet,21.0,11.0,1.07,0,-2.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"48' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:03:43,Nova Kakhovka , Bukovyna , In Play Odds,1.073107577780475
Asianodds,20.0,7.4,1.07,0,3.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"48' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:03:43,Nova Kakhovka , Bukovyna , In Play Odds,1.1197145743874715
bet365,21.0,11.0,1.07,0,-2.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"48' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:03:43,Nova Kakhovka , Bukovyna , In Play Odds,1.073107577780475
Bethard,20.5,6.5,1.11,0,4.0,-2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"48' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:03:43,Nova Kakhovka , Bukovyna , In Play Odds,1.1035275425519326
bwin,16.5,10.0,1.06,0,-1.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"48' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:03:43,Nova Kakhovka , Bukovyna , In Play Odds,1.1040022870211548
Interwetten,24.0,9.0,1.08,0,0.0,0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"48' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:03:43,Nova Kakhovka , Bukovyna , In Play Odds,1.0787037037037035
Sportingbet,16.5,10.0,1.06,0,-1.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"48' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:03:43,Nova Kakhovka , Bukovyna , In Play Odds,1.1040022870211548
best deal,24.0,11.0,1.11,0,-2.0,-2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"48' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:03:43,Nova Kakhovka , Bukovyna , In Play Odds,1.0334766584766584
10Bet,1.15,4.8,19.0,0,4.0,-0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:03:43,Nyva Vinnytsya , Nikopol , In Play Odds,1.130530129672006
1xBet,1.14,6.95,20.0,0,-2.0,-0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:03:43,Nyva Vinnytsya , Nikopol , In Play Odds,1.0710778745424714
bet-at-home,1.13,6.0,19.5,0,0.0,-0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:03:43,Nyva Vinnytsya , Nikopol , In Play Odds,1.1029044701611075
bet365,1.14,7.0,21.0,0,-2.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:03:43,Nyva Vinnytsya , Nikopol , In Play Odds,1.0676691729323309
Bethard,1.15,4.8,19.0,0,4.0,-0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:03:43,Nyva Vinnytsya , Nikopol , In Play Odds,1.130530129672006
bwin,1.15,6.0,15.0,0,0.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:03:43,Nyva Vinnytsya , Nikopol , In Play Odds,1.1028985507246378
Interwetten,1.15,6.5,16.0,0,-1.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:03:43,Nyva Vinnytsya , Nikopol , In Play Odds,1.0859113712374584
Sportingbet,1.15,6.0,15.0,0,0.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:03:43,Nyva Vinnytsya , Nikopol , In Play Odds,1.1028985507246378
best deal,1.15,7.0,21.0,0,-2.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,Half-time 2:1 (2:1),2019-08-20 10:00:00,2019-08-20 11:03:43,Nyva Vinnytsya , Nikopol , In Play Odds,1.060041407867495
10Bet,1.77,3.0,4.3,0,3.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.1308632242806465
18bet,1.78,3.0,4.5,0,3.0,-0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.1173533083645442
1xBet,1.8,3.4,4.5,0,-1.0,-0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.0718954248366015
Asianodds,1.79,2.95,4.5,0,4.0,-0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.1198644909467748
bet-at-home,1.76,3.2,4.6,0,1.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.0980731225296443
bet365,1.72,3.5,4.5,0,-2.0,-0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.0893318567737174
Bethard,1.77,3.0,4.3,0,3.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.1308632242806465
Betsafe,1.66,3.6,4.35,0,-3.0,0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.110072473803259
Betsson,1.66,3.6,4.35,0,-3.0,0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.110072473803259
bwin,1.83,3.25,4.1,0,0.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.0980428341483919
Interwetten,1.75,3.15,4.6,0,1.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.106280193236715
NordicBet,1.66,3.6,4.35,0,-3.0,0.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.110072473803259
Sportingbet,1.83,3.25,4.1,0,0.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.0980428341483919
best deal,1.83,3.6,4.6,0,-3.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,30' 0:0 (0:0),2019-08-20 10:30:00,2019-08-20 11:03:43,Krystal , Dinaz Vyshgorod , In Play Odds,1.0416171695572978
10Bet,1.32,3.75,9.0,0,-0.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"46' 1:0 (1:0, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.1353535353535353
18bet,1.45,3.25,8.0,0,4.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"46' 1:0 (1:0, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.1223474801061009
1xBet,1.37,4.02,11.0,0,-2.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"46' 1:0 (1:0, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.0695923171138335
Asianodds,1.45,3.3,8.1,0,3.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"46' 1:0 (1:0, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.116142265567553
bet-at-home,1.36,3.8,10.5,0,-1.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"46' 1:0 (1:0, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.0936901076219963
bet365,1.36,4.0,11.0,0,-2.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"46' 1:0 (1:0, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.0762032085561497
bwin,1.42,3.6,8.75,0,1.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"46' 1:0 (1:0, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.0962888441761682
Interwetten,1.35,3.85,10.25,0,-1.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"46' 1:0 (1:0, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.0980419760907565
Sportingbet,1.42,3.6,8.75,0,1.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"46' 1:0 (1:0, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.0962888441761682
best deal,1.45,4.02,11.0,0,-2.0,-1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"46' 1:0 (1:0, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Podillya Khmelnytskyi , Zhytomyr , In Play Odds,1.0293204822283566
10Bet,17.5,7.25,1.1,0,3.0,-2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"49' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Nova Kakhovka , Bukovyna , In Play Odds,1.1041648007165248
1xBet,21.0,11.0,1.07,0,-2.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"49' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Nova Kakhovka , Bukovyna , In Play Odds,1.073107577780475
Asianodds,20.0,7.4,1.07,0,3.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"49' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Nova Kakhovka , Bukovyna , In Play Odds,1.1197145743874715
bet365,21.0,11.0,1.07,0,-2.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"49' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Nova Kakhovka , Bukovyna , In Play Odds,1.073107577780475
Bethard,20.5,6.5,1.11,0,5.0,-3.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"49' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Nova Kakhovka , Bukovyna , In Play Odds,1.1035275425519326
bwin,17.0,10.0,1.06,0,-1.0,2.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"49' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Nova Kakhovka , Bukovyna , In Play Odds,1.102219755826859
Interwetten,24.0,9.0,1.07,0,0.0,1.0,https://www.oddsportal.com/soccer/ukraine/ukrainian-cup/,"49' 0:3 (0:3, 0:0)",2019-08-20 10:00:00,2019-08-20 11:04:44,Nova Kakhovka , Bukovyna , In Play Odds,1.0873572170301142
